timestamp,adjusted_close,volume,open,high,low,close
2020-01-01,200,1658763,200.694230244161,201.750806114205,198.82895867036,200
2020-01-02,198.411609376647,6431037,200.324801316151,200.962261239106,194.864943242637,198.411609376647
2020-01-03,201.029605952106,7013915,199.461503680386,201.445674252835,198.709329884733,201.029605952106
2020-01-04,204.014687226027,6575413,201.955346308125,206.153885479682,201.2163632186,204.014687226027
2020-01-05,205.070298782417,5171446,203.790011077772,205.894679232339,196.12833631508,205.070298782417
2020-01-06,202.049239944006,4418072,205.448821111698,206.897328208239,197.553895113917,202.049239944006
2020-01-07,200.489769261947,8770003,201.511511027694,206.648123191959,198.013301331191,200.489769261947
2020-01-08,196.645282085736,5671736,200.171267292771,202.062054376437,194.355281153107,196.645282085736
2020-01-09,199.389926261737,5312637,196.048517496881,201.995219067759,195.816234417928,199.389926261737
2020-01-10,199.93880813916,1230778,200.258174509845,200.753118723907,198.438195296272,199.93880813916
2020-01-11,202.236753771787,4071230,200.519291759205,202.602690992262,199.642509334662,202.236753771787
2020-01-12,200.470391007281,4421760,203.076375723337,203.769242046831,198.546229552265,200.470391007281
2020-01-13,206.114616455481,4589405,201.314303590929,206.248798306597,200.383296251671,206.114616455481
2020-01-14,211.830460129928,6221551,206.297294366992,213.160079666305,205.346669587901,211.830460129928
2020-01-15,211.458495002552,5802423,213.369096399611,214.921627192641,210.401329996262,211.458495002552
2020-01-16,207.985781206369,6471146,211.44891333973,213.056045066113,207.033402207422,207.985781206369
2020-01-17,205.892899772559,7883950,207.610958938401,208.122563739762,204.302382408816,205.892899772559
2020-01-18,205.957259575013,8316872,204.818276741855,208.740794337521,204.21432052907,205.957259575013
2020-01-19,205.793946876138,7463108,206.751579854075,209.8481479894,205.201060438746,205.793946876138
2020-01-20,203.783925768211,9599714,207.02387341473,209.268035892923,203.737884519165,203.783925768211
2020-01-21,204.741766367676,1164093,203.68768240193,206.132778028587,200.672240311903,204.741766367676
2020-01-22,203.509694208712,2762002,202.686993185102,206.272639812052,199.555367488345,203.509694208712
2020-01-23,199.653990101976,1068065,204.078518943189,205.610492990704,197.567693167472,199.653990101976
2020-01-24,198.822462116245,6827273,197.551046943162,199.510634034577,195.766022098808,198.822462116245
2020-01-25,198.64920366402,9082275,199.52981577868,200.873028908179,195.803527689822,198.64920366402
